INDEX;OPSNAME;REGION;CITY
603880;НИЖНИЙ НОВГОРОД УКД;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603881;НИЖНИЙ НОВГОРОД УКД УОТП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603890;НИЖНИЙ НОВГОРОД МСЦ УЧ. ТАРЫ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603899;НИЖНИЙ НОВГОРОД ПОЧТАМТ УЧ. ТАРЫ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603901;БЕРЕЗОВАЯ ПОЙМА;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603902;ЗЕЛЕНЫЙ ГОРОД;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603903;ЗЕЛЕНЫЙ ГОРОД 1;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603950;НИЖНИЙ НОВГОРОД ПЖДП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603951;НИЖНИЙ НОВГОРОД 951;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603952;НИЖНИЙ НОВГОРОД ГСП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603892;НИЖНИЙ НОВГОРОД ПОЧТАМТ УДПП-2;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603893;НИЖНИЙ НОВГОРОД ПОЧТАМТ УДПП-3;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603894;НИЖНИЙ НОВГОРОД ПОЧТАМТ УДПП-4;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603895;НИЖНИЙ НОВГОРОД ПОЧТАМТ УДПП-5;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603896;НИЖНИЙ НОВГОРОД ПОЧТАМТ УДПП-6;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603897;НИЖНИЙ НОВГОРОД ПОЧТАМТ УДПП-7;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603898;НИЖНИЙ НОВГОРОД ПОЧТАМТ УДПП-8;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603959;НИЖНИЙ НОВГОРОД ПЖДП УЧ. ТАРЫ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603960;НИЖНИЙ НОВГОРОД МСЦ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603961;НИЖНИЙ НОВГОРОД МСЦ-1;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603962;НИЖНИЙ НОВГОРОД МСЦ ЦОПО;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603963;НИЖНИЙ НОВГОРОД МСЦ ЦОСПО;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603964;НИЖНИЙ НОВГОРОД МСЦ УОПП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603965;НИЖНИЙ НОВГОРОД МСЦ УОСП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
607613;НОВИНКИ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
607630;КУДЬМА;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
607635;НОВИНКИ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603966;НИЖНИЙ НОВГОРОД МСЦ ПК;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603967;НИЖНИЙ НОВГОРОД МСЦ ПРИОРИТЕТ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603891;НИЖНИЙ НОВГОРОД ПОЧТАМТ УДПП-1;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603196;НИЖНИЙ НОВГОРОД КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603730;НИЖНИЙ НОВГОРОД АТП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
423800;НАБЕРЕЖНЫЕ ЧЕЛНЫ;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423801;НАБЕРЕЖНЫЕ ЧЕЛНЫ 1;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423802;НАБЕРЕЖНЫЕ ЧЕЛНЫ 2;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423803;НАБЕРЕЖНЫЕ ЧЕЛНЫ 3;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423805;НАБЕРЕЖНЫЕ ЧЕЛНЫ 5;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423806;НАБЕРЕЖНЫЕ ЧЕЛНЫ 6;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423807;НАБЕРЕЖНЫЕ ЧЕЛНЫ 7;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423808;НАБЕРЕЖНЫЕ ЧЕЛНЫ 8;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423809;НАБЕРЕЖНЫЕ ЧЕЛНЫ 9;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423810;НАБЕРЕЖНЫЕ ЧЕЛНЫ 10;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423812;НАБЕРЕЖНЫЕ ЧЕЛНЫ 12;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423813;НАБЕРЕЖНЫЕ ЧЕЛНЫ 13 ППС;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423814;НАБЕРЕЖНЫЕ ЧЕЛНЫ 14;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423815;НАБЕРЕЖНЫЕ ЧЕЛНЫ 15;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423816;НАБЕРЕЖНЫЕ ЧЕЛНЫ 16;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423804;НАБЕРЕЖНЫЕ ЧЕЛНЫ ППС;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423818;НАБЕРЕЖНЫЕ ЧЕЛНЫ 18;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423819;НАБЕРЕЖНЫЕ ЧЕЛНЫ 19;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423820;НАБЕРЕЖНЫЕ ЧЕЛНЫ 20;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423821;НАБЕРЕЖНЫЕ ЧЕЛНЫ 21;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423822;НАБЕРЕЖНЫЕ ЧЕЛНЫ 22;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423823;НАБЕРЕЖНЫЕ ЧЕЛНЫ 23;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423824;НАБЕРЕЖНЫЕ ЧЕЛНЫ 24;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423825;НАБЕРЕЖНЫЕ ЧЕЛНЫ 25;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423826;НАБЕРЕЖНЫЕ ЧЕЛНЫ 26;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423827;НАБЕРЕЖНЫЕ ЧЕЛНЫ 27;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423828;НАБЕРЕЖНЫЕ ЧЕЛНЫ 28;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423831;НАБЕРЕЖНЫЕ ЧЕЛНЫ 31;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423832;НАБЕРЕЖНЫЕ ЧЕЛНЫ 32;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423834;НАБЕРЕЖНЫЕ ЧЕЛНЫ 34;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423838;НАБЕРЕЖНЫЕ ЧЕЛНЫ 38;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423840;НАБЕРЕЖНЫЕ ЧЕЛНЫ ГСП;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423846;НАБЕРЕЖНЫЕ ЧЕЛНЫ 46;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423847;НАБЕРЕЖНЫЕ ЧЕЛНЫ 47;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423849;НАБЕРЕЖНЫЕ ЧЕЛНЫ МРП;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423850;НАБЕРЕЖНЫЕ ЧЕЛНЫ УКД;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423842;НАБЕРЕЖНЫЕ ЧЕЛНЫ УДПП;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423836;НАБЕРЕЖНЫЕ ЧЕЛНЫ КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423837;НАБЕРЕЖНЫЕ ЧЕЛНЫ УООП;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423858;НАБЕРЕЖНЫЕ ЧЕЛНЫ УООП ПК;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423859;НАБЕРЕЖНЫЕ ЧЕЛНЫ УООП ПРИОРИТЕТ;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
423856;НАБЕРЕЖНЫЕ ЧЕЛНЫ АТП;ТАТАРСТАН РЕСПУБЛИКА;НАБЕРЕЖНЫЕ ЧЕЛНЫ
350000;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350001;КРАСНОДАР 1;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350002;КРАСНОДАР 2;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350003;КРАСНОДАР 3;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350004;КРАСНОДАР 4;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350005;КРАСНОДАР 5;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350007;КРАСНОДАР 7;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350010;КРАСНОДАР 10;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350011;КРАСНОДАР 11;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350012;КРАСНОДАР 12;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350014;КРАСНОДАР 14;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350015;КРАСНОДАР 15;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350016;КРАСНОДАР 16;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350018;КРАСНОДАР 18;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350019;КРАСНОДАР 19;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350020;КРАСНОДАР 20;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350022;КРАСНОДАР 22;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350023;КРАСНОДАР 23;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350024;КРАСНОДАР 24;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350028;КРАСНОДАР 28;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350031;БЕРЕЗОВЫЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350032;ЛАЗУРНЫЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350033;КРАСНОДАР 33;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350035;КРАСНОДАР 35;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350037;ЛЕНИНА;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350038;КРАСНОДАР 38;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350039;КРАСНОДАР 39;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350040;КРАСНОДАР 40;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350042;КРАСНОДАР 42;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350044;КРАСНОДАР 44;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350047;КРАСНОДАР 47;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350049;КРАСНОДАР 49;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350051;КРАСНОДАР 51;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350053;КОЛОСИСТЫЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350055;ЗНАМЕНСКИЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350056;ИНДУСТРИАЛЬНЫЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350058;КРАСНОДАР 58;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350059;КРАСНОДАР 59;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350060;ЛОРИС;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350061;КРАСНОДАР 61;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350062;КРАСНОДАР 62;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350063;КРАСНОДАР 63;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350064;КРАСНОДАР 64;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350065;КРАСНОДАР 65;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350066;КРАСНОДАР 66;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350067;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350072;КРАСНОДАР 72;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350073;КРАСНОДАРСКИЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350075;КРАСНОДАР 75;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350077;ОТДЕЛЕНИЯ N2 СКЗНИИСИВ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350078;КРАСНОДАР 78;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350080;КРАСНОДАР 80;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350086;КРАСНОДАР 86;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350087;КРАСНОДАР 87;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350088;КРАСНОДАР 88;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350089;КРАСНОДАР 89;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350090;КРАСНОДАР 90;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350300;КРАСНОДАР ЛПЦ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350302;КРАСНОДАР ЛПЦ ЦЕХ ЛОГИСТИКИ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350303;КРАСНОДАР ЛПЦ ЦОСПП;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350304;КРАСНОДАР ЛПЦ ЦОПК;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350305;КРАСНОДАР ЛПЦ УРОСПП;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350307;КРАСНОДАР ЛПЦ УЧ. ПРИОРИТЕТНОЙ ПОЧТЫ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350309;КРАСНОДАР ЛПЦ УЧ. ТАРЫ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350320;КРАСНОДАР ЛПЦ УТК;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350322;КРАСНОДАР ЛПЦ SPS-4-CM;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350700;УФПС КРАСНОДАРСКОГО КРАЯ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350880;КРАСНОДАР УКД;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350890;КРАСНОДАР МСЦ УЧ. ТАРЫ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350899;КРАСНОДАР ПОЧТАМТ УЧ. ТАРЫ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350900;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350901;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350902;ЗНАМЕНСКИЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350904;КОПАНСКОЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350906;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350908;СТАРОКОРСУНСКАЯ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350909;СТАРОКОРСУНСКАЯ 1;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350910;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350911;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350912;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350915;ЕЛИЗАВЕТИНСКАЯ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350916;ЕЛИЗАВЕТИНСКАЯ 1;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350921;БЕЛОЗЕРНЫЙ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350960;КРАСНОДАР МСЦ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350961;КРАСНОДАР МСЦ-1;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350963;КРАСНОДАР МСЦ ЦОСОП;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350964;КРАСНОДАР МСЦ ЦОСП;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350965;КРАСНОДАР МСЦ УОАП;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350999;КРАСНОДАР ПОЧТАМТ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350968;КРАСНОДАР МСЦ КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350966;КРАСНОДАР МСЦ ПК;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350967;КРАСНОДАР МСЦ ПРИОРИТЕТ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350898;КРАСНОДАР КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350907;КРАСНОДАР;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350730;КРАСНОДАР АТП;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
350710;ИВЦ КРАСНОДАРСКОГО КРАЯ;КРАСНОДАРСКИЙ КРАЙ;КРАСНОДАР
354031;СОЧИ 31;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354033;СОЧИ 33;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354036;СОЧИ 36;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354037;СОЧИ 37;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354039;СОЧИ 39;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354053;СОЧИ 53;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354054;СОЧИ 54;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354025;СОЧИ 25;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354030;СОЧИ 30;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354000;СОЧИ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354002;СОЧИ 2;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354003;СОЧИ 3;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354004;СОЧИ 4;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354008;СОЧИ 8;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354009;СОЧИ 9;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354010;СОЧИ 10;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354013;СОЧИ 13;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354014;СОЧИ 14;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354018;СОЧИ 18;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354019;СОЧИ 19;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354022;СОЧИ 22;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354024;СОЧИ 24;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354055;СОЧИ 55;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354057;СОЧИ 57;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354059;СОЧИ 59;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354061;СОЧИ 61;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354064;КРАЕВСКО-АРМЯНСКОЕ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354065;СОЧИ 65;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354066;СОЧИ 66;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354067;СОЧИ 67;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354068;СОЧИ 68;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354071;СОЧИ 71;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354073;СОЧИ 73;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354081;ПРОГРЕСС;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354084;СОЧИ 84;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354090;СОЧИ УКД;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354091;СОЧИ-АДЛЕР УКД;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354099;СОЧИ ПОЧТАМТ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354200;СОЧИ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354202;СОЧИ 202;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354203;СОЧИ 203;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354204;СОЧИ 204;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354205;СОЧИ 205;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354206;СОЧИ 206;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354207;СОЧИ 207;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354208;СОЧИ 208;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354209;СОЧИ 209;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354210;СОЧИ 210;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354211;СОЧИ 211;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354212;СОЧИ 212;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354213;СОЧИ 213;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354214;СОЧИ 214;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354216;СОЧИ 216;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354217;СОЧИ 217;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354218;СОЧИ 218;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354220;СОЧИ 220;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354226;СОЧИ 226;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354231;СОЧИ 231;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354233;СОЧИ 233;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354234;ВОЛКОВКА;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354235;КАЛЕЖ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354236;СЕРГЕЙ-ПОЛЕ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354237;СОЛОХАУЛ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354238;ТХАГАПШ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354299;ЛАЗАРЕВСКИЙ ПОЧТАМТ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354340;СОЧИ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354342;АИБГА;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354343;АХШТЫРЬ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354346;СОЧИ 346;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354348;СОЧИ 348;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
